,Dress_ID,Style,Price,Rating,Size,Season,NeckLine,SleeveLength,Material,FabricType,Decoration,Pattern Type,Recommendation,Spring,Summer,Winter,Autumn
404,1016250560,vintage,Average,0.0,Medium,Spring,o-neck,half sleeves,polyster,Missing,Others,animal,0,147.0,1213.0,1317.0,2944.0
405,860334943,Casual,Medium,4.9,Large,Winter,o-neck,short,cotton,broadcloth,sashes,solid,0,175.0,689.0,536.0,1854.0
406,863336720,Casual,Average,4.2,Free,Summer,o-neck,sleeve less,cotton,worsted,Missing,striped,1,150.0,799.0,558.0,1499.0
407,835915937,Casual,Average,4.9,Medium,Summer,o-neck,short,cotton,Missing,ruffles,patchwork,0,70.0,298.0,247.0,914.0
408,944641715,bohemian,Low,5.0,Extra large,Spring,v-neck,three quater,Missing,Others,Missing,print,1,59.0,354.0,314.0,1037.0
409,869395176,Casual,Average,4.7,Medium,Summer,o-neck,sleeve less,cotton,Missing,Missing,dot,0,143.0,502.0,373.0,1355.0
410,1097435333,Casual,Average,0.0,Free,Summer,Others,half sleeves,cotton,Missing,Missing,Missing,0,1.0,5.0,4.0,21.0
411,1124120907,Casual,Average,0.0,Free,Summer,o-neck,sleeve less,cotton,Missing,Others,Others,0,24.0,250.0,267.0,659.0
412,1130463523,Sexy,Medium,0.0,Free,Winter,o-neck,sleeve less,polyster,Missing,sequined,solid,0,9.0,101.0,106.0,281.0
413,560474456,Sexy,Low,4.4,Free,Autumn,v-neck,sleeve less,cotton,worsted,Others,solid,0,334.0,1743.0,1103.0,2929.0
414,907669618,Sexy,Average,0.0,Free,Spring,v-neck,full sleeves,cotton,Others,Others,solid,1,1.0,2.0,0.0,1.0
415,710089916,Brief,Average,4.9,Extra large,Spring,slash-neck,full sleeves,Missing,Missing,sashes,solid,0,31.0,158.0,139.0,431.0
416,1065317917,Casual,Average,0.0,Free,Autumn,v-neck,full sleeves,cotton,Missing,Others,solid,0,19.0,73.0,53.0,189.0
417,737461130,Casual,Average,4.8,Medium,Summer,v-neck,full sleeves,Missing,Others,Missing,Missing,0,696.0,2003.0,1281.0,5307.0
418,663993130,Casual,Medium,4.9,Large,Spring,Others,sleeve less,Missing,Missing,Missing,print,0,90.0,268.0,179.0,713.0
419,933231033,party,Average,4.7,Medium,Spring,o-neck,half sleeves,Missing,Others,Missing,patchwork,0,213.0,1053.0,681.0,1843.0
420,743417270,Sexy,Low,4.4,Free,Summer,Others,sleeve less,Others,Missing,bow,solid,0,206.0,611.0,382.0,1635.0
421,798898277,bohemian,Low,4.6,Free,Winter,o-neck,sleeve less,polyster,Missing,Missing,patchwork,1,656.0,1894.0,1198.0,5342.0
422,549401113,Casual,Low,4.6,Free,Autumn,o-neck,full sleeves,rayon,Missing,Others,solid,1,279.0,859.0,572.0,2364.0
423,857189807,Sexy,Low,4.5,Free,Summer,o-neck,sleeve less,cotton,Missing,sashes,solid,1,14.0,56.0,44.0,162.0
425,1199912555,Casual,Average,0.0,Extra large,Spring,Others,sleeve less,mix,Missing,Others,solid,0,32.0,129.0,103.0,361.0
426,1249825438,Sexy,Average,0.0,Free,Autumn,o-neck,full sleeves,polyster,Others,hollowout,solid,0,41.0,226.0,190.0,696.0
427,967191118,Sexy,Low,4.8,Free,Spring,v-neck,sleeve less,Missing,Missing,Missing,striped,1,12.0,42.0,29.0,113.0
428,871620435,Brief,Low,4.7,Free,Autumn,o-neck,sleeve less,Missing,Others,sequined,solid,0,15.0,66.0,59.0,228.0
429,865490824,Sexy,High,5.0,Medium,Summer,v-neck,sleeve less,mix,Missing,Missing,striped,0,44.0,163.0,122.0,448.0
430,1079955163,Casual,Average,4.6,Large,Summer,Others,full sleeves,cotton,Missing,Missing,patchwork,0,57.0,240.0,200.0,658.0
431,600514129,cute,Medium,4.9,Small,Summer,Others,sleeve less,Missing,Missing,bow,patchwork,1,76.0,245.0,172.0,674.0
432,720087997,Casual,Low,4.3,Free,Spring,o-neck,full sleeves,Missing,chiffon,sashes,Others,1,389.0,1291.0,951.0,3360.0
433,699651184,Casual,Low,4.7,Small,Autumn,o-neck,sleeve less,cotton,Missing,Missing,solid,0,168.0,466.0,299.0,1258.0
434,605122868,Casual,Average,4.8,Large,Autumn,boat-neck,sleeve less,Missing,Missing,sashes,solid,0,239.0,661.0,402.0,1737.0
435,1000425584,cute,Average,4.5,Large,Winter,v-neck,sleeve less,polyster,jersey,sashes,solid,1,29.0,143.0,112.0,421.0
436,345678901,Casual,Average,4.4,Free,Summer,o-neck,Others,cotton,Missing,Missing,solid,0,255.0,823.0,581.0,2301.0
437,898316315,party,Average,0.0,Medium,Spring,o-neck,sleeve less,Missing,chiffon,Missing,solid,1,1.0,3.0,2.0,8.0
438,1017484769,Sexy,Low,0.0,Free,Summer,v-neck,sleeve less,Missing,Missing,Missing,Missing,1,10.0,80.0,78.0,230.0
439,909624960,work,Average,5.0,Medium,Summer,o-neck,sleeve less,Missing,Missing,Missing,solid,1,25.0,153.0,141.0,483.0
440,1086459983,Others,Average,5.0,Free,Summer,o-neck,sleeve less,Missing,Missing,Missing,print,0,131.0,463.0,349.0,1149.0
441,593007494,Casual,Low,4.6,Free,Spring,v-neck,sleeve less,silk,chiffon,Others,solid,0,399.0,1067.0,691.0,2587.0
442,660179663,Casual,Average,4.5,Medium,Summer,o-neck,full sleeves,cotton,Missing,Others,solid,0,107.0,438.0,377.0,1220.0
443,751776863,Casual,Average,4.5,Free,Autumn,o-neck,half sleeves,cotton,chiffon,hollowout,solid,1,13.0,87.0,82.0,237.0
444,1253973206,cute,Low,0.0,Medium,Summer,boat-neck,short,Missing,chiffon,sashes,Missing,0,11.0,311.0,322.0,1587.0
445,828790972,party,Average,4.9,Medium,Winter,o-neck,half sleeves,cotton,Missing,Others,Missing,1,129.0,472.0,372.0,1277.0
446,933413410,Casual,Average,4.8,Medium,Summer,o-neck,half sleeves,Missing,Missing,Missing,Missing,0,174.0,562.0,394.0,1562.0
447,550959163,Casual,Low,4.4,Large,Summer,o-neck,sleeve less,cotton,chiffon,Missing,solid,0,247.0,734.0,486.0,1941.0
448,933926000,Casual,Average,4.3,Medium,Winter,slash-neck,sleeve less,polyster,Missing,sashes,solid,0,148.0,496.0,353.0,1378.0
449,953168456,cute,Average,4.7,Large,Summer,o-neck,sleeve less,polyster,broadcloth,Others,solid,0,16.0,97.0,96.0,272.0
450,1124754999,Sexy,Average,0.0,Small,Summer,v-neck,sleeve less,Missing,Missing,Missing,Missing,1,1.0,3.0,2.0,7.0
451,832949213,Casual,Low,4.4,Free,Summer,o-neck,sleeve less,Missing,Missing,Missing,animal,0,62.0,206.0,142.0,551.0
452,801216472,cute,High,4.3,Medium,Spring,boat-neck,full sleeves,polyster,Others,Others,solid,1,25.0,80.0,60.0,208.0
453,929898500,work,Average,4.8,Medium,Winter,turndowncollor,full sleeves,Missing,Missing,Missing,solid,0,110.0,554.0,502.0,1403.0
454,850490510,Casual,Average,4.6,Medium,Spring,o-neck,half sleeves,polyster,Missing,Others,solid,0,608.0,1905.0,1310.0,5132.0
455,1099394392,Sexy,Low,0.0,Free,Summer,v-neck,sleeve less,cotton,Missing,Missing,solid,0,11.0,69.0,67.0,174.0
456,674885710,Casual,High,4.9,Extra large,Winter,v-neck,full sleeves,cotton,Missing,sequined,solid,0,209.0,720.0,548.0,1855.0
457,1122991519,Sexy,Low,0.0,Free,Winter,o-neck,sleeve less,Others,chiffon,hollowout,solid,0,3.0,330.0,355.0,769.0
458,904781800,cute,Average,5.0,Medium,Autumn,v-neck,sleeve less,cotton,Missing,Missing,solid,0,50.0,172.0,122.0,478.0
459,974438263,cute,Low,0.0,Free,Spring,v-neck,sleeve less,silk,worsted,Others,patchwork,1,3.0,15.0,14.0,47.0
460,875608094,Casual,Low,4.4,Free,Summer,o-neck,full sleeves,cotton,Missing,Others,solid,0,67.0,251.0,203.0,752.0
461,1061890181,Casual,Average,0.0,Large,Spring,o-neck,sleeve less,chiffonfabric,chiffon,sequined,solid,0,8.0,31.0,24.0,85.0
462,1033144189,cute,Average,4.7,Medium,Spring,o-neck,full sleeves,rayon,chiffon,beading,solid,1,44.0,195.0,165.0,559.0
463,860406062,Casual,Average,4.6,Medium,Winter,v-neck,half sleeves,silk,chiffon,sashes,solid,1,154.0,585.0,452.0,1648.0
464,692445545,Casual,Low,4.4,Free,Summer,o-neck,full sleeves,cotton,Missing,Missing,solid,1,329.0,870.0,529.0,2141.0
465,974775647,Casual,Low,5.0,Medium,Autumn,o-neck,sleeve less,Missing,chiffon,Missing,print,1,32.0,173.0,169.0,518.0
466,1109819647,Casual,Average,0.0,Free,Winter,o-neck,short,polyster,chiffon,Others,solid,0,8.0,42.0,34.0,126.0
467,1223469038,Sexy,Average,0.0,Free,Winter,slash-neck,sleeve less,cotton,broadcloth,sequined,solid,1,2.0,22.0,28.0,23.0
468,511503677,Casual,Low,4.4,Medium,Summer,o-neck,half sleeves,chiffonfabric,chiffon,bow,solid,0,623.0,1836.0,1192.0,5018.0
469,1190558632,cute,Average,0.0,Large,Summer,o-neck,sleeve less,cotton,Missing,Others,solid,1,1.0,3.0,3.0,8.0
470,641665398,Casual,Low,4.8,Free,Winter,Others,full sleeves,polyster,chiffon,bow,solid,0,10.0,30.0,19.0,80.0
471,964917582,Casual,Average,5.0,Large,Summer,o-neck,sleeve less,cotton,Missing,Missing,Missing,1,23.0,150.0,150.0,458.0
472,859922576,cute,Average,4.6,Medium,Spring,o-neck,half sleeves,Others,chiffon,Missing,Missing,0,433.0,1426.0,1020.0,3919.0
473,817353671,bohemian,Low,4.6,Free,Summer,o-neck,sleeve less,cotton,chiffon,Others,solid,1,217.0,737.0,538.0,2059.0
474,990559192,Brief,Average,4.7,Medium,Winter,o-neck,half sleeves,Others,chiffon,Missing,striped,0,60.0,203.0,144.0,565.0
475,713391965,Casual,Low,4.7,Medium,Spring,o-neck,full sleeves,polyster,Missing,Missing,solid,1,560.0,1478.0,810.0,3800.0
476,532874347,Casual,Average,4.7,Medium,Summer,v-neck,full sleeves,cotton,Missing,Others,solid,1,734.0,2005.0,1214.0,5290.0
477,655464934,Casual,Average,4.6,Large,Winter,boat-neck,sleeve less,silk,broadcloth,applique,print,1,254.0,769.0,516.0,2117.0
478,919930954,Casual,Low,4.4,Free,Summer,v-neck,short,cotton,Others,Others,solid,0,538.0,1763.0,1258.0,4828.0
